SaleID;SaleDate;SaleShippedDate;SaleShipFreight;SaleDetailUnitPrice;SaleDetailQuantity;SaleDetailDiscount;ProductID;ProductName;ProductDiscontinued;SupplierID;SupplierName;SupplierAddress;SupplierCity;SupplierCountry;SupplierPostalCode;SupplierPhone;SupplierFax;SupplierContactName;SupplierContactTitle;CategoryID;CategoryName;CategoryDescription;CustomerID;CustomerName;CustomerAddress;CustomerCity;CustomerCountry;CustomerPhone;CustomerFax;CustomerPostalCode;CustomerContactName;CustomerContactTitle;EmployeeID;EmployeeLastName;EmployeeFirstName;EmployeeTitle;EmployeeBirthDate;EmployeeHireDate;EmployeeAddress;EmployeeCity;EmployeeCountry;EmployeePostalCode;EmployeePhone;ShipperID;ShipperName;ShipperPhone
10403;2020-01-03 00:00:00.000;2020-01-09 00:00:00.000;73,79;10,20;70;0,15;48;Chocolade;0;22;Zaanse Snoepfabriek;Verkoop Rijnweg 22;Zaandam;Netherlands;9999 ZZ;(12345) 1212;(12345) 1210;Dirk Luchte;Accounting Manager;3;Confections;Desserts, candies, and sweet breads;ERNSH;Ernst Handel;Kirchgasse 6;Graz;Austria;7675-3425;7675-3426;8010;Roland Mendel;Sales Manager;4;Peacock;Margaret;Sales Representative;1960-09-19 00:00:00.000;2016-05-03 00:00:00.000;4110 Old Redmond Rd.;Redmond;USA;98052;(206) 555-8122;3;Federal Shipping;(503) 555-9931
10404;2020-01-03 00:00:00.000;2020-01-08 00:00:00.000;155,97;24,90;30;0,05;26;Gumbär Gummibärchen;0;11;Heli Süßwaren GmbH & Co. KG;Tiergartenstraße 5;Berlin;Germany;10785;(010) 9984510;NULL;Petra Winkler;Sales Manager;3;Confections;Desserts, candies, and sweet breads;MAGAA;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;Italy;035-640230;035-640231;24100;Giovanni Rovelli;Marketing Manager;2;Fuller;Andrew;Vice President, Sales;1975-02-19 00:00:00.000;2015-08-14 00:00:00.000;908 W. Capital Way;Tacoma;USA;98401;(206) 555-9482;1;Speedy Express;(503) 555-9831
10404;2020-01-03 00:00:00.000;2020-01-08 00:00:00.000;155,97;11,20;40;0,05;42;Singaporean Hokkien Fried Mee;1;20;Leka Trading;471 Serangoon Loop, Suite #402;Singapore;Singapore;0512;555-8787;NULL;Chandra Leka;Owner;5;Grains/Cereals;Breads, crackers, pasta, and cereal;MAGAA;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;Italy;035-640230;035-640231;24100;Giovanni Rovelli;Marketing Manager;2;Fuller;Andrew;Vice President, Sales;1975-02-19 00:00:00.000;2015-08-14 00:00:00.000;908 W. Capital Way;Tacoma;USA;98401;(206) 555-9482;1;Speedy Express;(503) 555-9831
10404;2020-01-03 00:00:00.000;2020-01-08 00:00:00.000;155,97;16,00;30;0,05;49;Maxilaku;0;23;Karkki Oy;Valtakatu 12;Lappeenranta;Finland;53120;(953) 10956;NULL;Anne Heikkonen;Product Manager;3;Confections;Desserts, candies, and sweet breads;MAGAA;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;Italy;035-640230;035-640231;24100;Giovanni Rovelli;Marketing Manager;2;Fuller;Andrew;Vice President, Sales;1975-02-19 00:00:00.000;2015-08-14 00:00:00.000;908 W. Capital Way;Tacoma;USA;98401;(206) 555-9482;1;Speedy Express;(503) 555-9831
10405;2020-01-06 00:00:00.000;2020-01-22 00:00:00.000;34,82;8,00;50;0;3;Aniseed Syrup;0;1;Exotic Liquids;49 Gilbert St.;London;UK;EC1 4SD;(171) 555-2222;NULL;Charlotte Cooper;Purchasing Manager;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings;LINOD;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Venezuela;(8) 34-56-12;(8) 34-93-93;4980;Felipe Izquierdo;Owner;1;Davolio;Nancy;Sales Representative;1971-12-08 00:00:00.000;2015-05-01 00:00:00.000;507 - 20th Ave. E. Apt. 2A;Seattle;USA;98122;(206) 555-9857;1;Speedy Express;(503) 555-9831
10406;2020-01-07 00:00:00.000;2020-01-13 00:00:00.000;108,04;14,40;10;0;1;Chai;0;1;Exotic Liquids;49 Gilbert St.;London;UK;EC1 4SD;(171) 555-2222;NULL;Charlotte Cooper;Purchasing Manager;1;Beverages;Soft drinks, coffees, teas, beers, and ales;QUEEN;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;Brazil;(11) 555-1189;NULL;05487-020;Lúcia Carvalho;Marketing Assistant;7;King;Robert;Sales Representative;1983-05-29 00:00:00.000;2017-01-02 00:00:00.000;Edgeham Hollow Winchester Way;London;UK;RG1 9SP;(71) 555-5598;1;Speedy Express;(503) 555-9831
10406;2020-01-07 00:00:00.000;2020-01-13 00:00:00.000;108,04;8,00;30;0,1;21;Sir Rodney's Scones;0;8;Specialty Biscuits, Ltd.;29 King's Way;Manchester;UK;M14 GSD;(161) 555-4448;NULL;Peter Wilson;Sales Representative;3;Confections;Desserts, candies, and sweet breads;QUEEN;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;Brazil;(11) 555-1189;NULL;05487-020;Lúcia Carvalho;Marketing Assistant;7;King;Robert;Sales Representative;1983-05-29 00:00:00.000;2017-01-02 00:00:00.000;Edgeham Hollow Winchester Way;London;UK;RG1 9SP;(71) 555-5598;1;Speedy Express;(503) 555-9831
10406;2020-01-07 00:00:00.000;2020-01-13 00:00:00.000;108,04;36,40;42;0,1;28;Rössle Sauerkraut;1;12;Plutzer Lebensmittelgroßmärkte AG;Bogenallee 51;Frankfurt;Germany;60439;(069) 992755;NULL;Martin Bein;International Marketing Mgr.;7;Produce;Dried fruit and bean curd;QUEEN;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;Brazil;(11) 555-1189;NULL;05487-020;Lúcia Carvalho;Marketing Assistant;7;King;Robert;Sales Representative;1983-05-29 00:00:00.000;2017-01-02 00:00:00.000;Edgeham Hollow Winchester Way;London;UK;RG1 9SP;(71) 555-5598;1;Speedy Express;(503) 555-9831
10406;2020-01-07 00:00:00.000;2020-01-13 00:00:00.000;108,04;15,20;5;0,1;36;Inlagd Sill;0;17;Svensk Sjöföda AB;Brovallavägen 231;Stockholm;Sweden;S-123 45;08-123 45 67;NULL;Michael Björn;Sales Representative;8;Seafood;Seaweed and fish;QUEEN;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;Brazil;(11) 555-1189;NULL;05487-020;Lúcia Carvalho;Marketing Assistant;7;King;Robert;Sales Representative;1983-05-29 00:00:00.000;2017-01-02 00:00:00.000;Edgeham Hollow Winchester Way;London;UK;RG1 9SP;(71) 555-5598;1;Speedy Express;(503) 555-9831
10406;2020-01-07 00:00:00.000;2020-01-13 00:00:00.000;108,04;14,70;2;0,1;40;Boston Crab Meat;0;19;New England Seafood Cannery;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;USA;02134;(617) 555-3267;(617) 555-3389;Robb Merchant;Wholesale Account Agent;8;Seafood;Seaweed and fish;QUEEN;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;Brazil;(11) 555-1189;NULL;05487-020;Lúcia Carvalho;Marketing Assistant;7;King;Robert;Sales Representative;1983-05-29 00:00:00.000;2017-01-02 00:00:00.000;Edgeham Hollow Winchester Way;London;UK;RG1 9SP;(71) 555-5598;1;Speedy Express;(503) 555-9831
10407;2020-01-07 00:00:00.000;2020-01-30 00:00:00.000;91,48;16,80;30;0;11;Queso Cabrales;0;5;Cooperativa de Quesos 'Las Cabras';Calle del Rosal 4;Oviedo;Spain;33007;(98) 598 76 54;NULL;Antonio del Valle Saavedra;Export Administrator;4;Dairy Products;Cheeses;OTTIK;Ottilies Käseladen;Mehrheimerstr. 369;Köln;Germany;0221-0644327;0221-0765721;50739;Henriette Pfalzheim;Owner;2;Fuller;Andrew;Vice President, Sales;1975-02-19 00:00:00.000;2015-08-14 00:00:00.000;908 W. Capital Way;Tacoma;USA;98401;(206) 555-9482;2;United Package;(503) 555-3199
10407;2020-01-07 00:00:00.000;2020-01-30 00:00:00.000;91,48;28,80;15;0;69;Gudbrandsdalsost;0;15;Norske Meierier;Hatlevegen 5;Sandvika;Norway;1320;(0)2-953010;NULL;Beate Vileid;Marketing Manager;4;Dairy Products;Cheeses;OTTIK;Ottilies Käseladen;Mehrheimerstr. 369;Köln;Germany;0221-0644327;0221-0765721;50739;Henriette Pfalzheim;Owner;2;Fuller;Andrew;Vice President, Sales;1975-02-19 00:00:00.000;2015-08-14 00:00:00.000;908 W. Capital Way;Tacoma;USA;98401;(206) 555-9482;2;United Package;(503) 555-3199
10407;2020-01-07 00:00:00.000;2020-01-30 00:00:00.000;91,48;17,20;15;0;71;Flotemysost;0;15;Norske Meierier;Hatlevegen 5;Sandvika;Norway;1320;(0)2-953010;NULL;Beate Vileid;Marketing Manager;4;Dairy Products;Cheeses;OTTIK;Ottilies Käseladen;Mehrheimerstr. 369;Köln;Germany;0221-0644327;0221-0765721;50739;Henriette Pfalzheim;Owner;2;Fuller;Andrew;Vice President, Sales;1975-02-19 00:00:00.000;2015-08-14 00:00:00.000;908 W. Capital Way;Tacoma;USA;98401;(206) 555-9482;2;United Package;(503) 555-3199
10408;2020-01-08 00:00:00.000;2020-01-14 00:00:00.000;11,26;20,80;10;0;37;Gravad lax;0;17;Svensk Sjöföda AB;Brovallavägen 231;Stockholm;Sweden;S-123 45;08-123 45 67;NULL;Michael Björn;Sales Representative;8;Seafood;Seaweed and fish;FOLIG;Folies gourmandes;184, chaussée de Tournai;Lille;France;20.16.10.16;20.16.10.17;59000;Martine Rancé;Assistant Sales Agent;8;Callahan;Laura;Inside Sales Coordinator;1981-01-09 00:00:00.000;2017-03-05 00:00:00.000;4726 - 11th Ave. N.E.;Seattle;USA;98105;(206) 555-1189;1;Speedy Express;(503) 555-9831
10408;2020-01-08 00:00:00.000;2020-01-14 00:00:00.000;11,26;5,90;6;0;54;Tourtière;0;25;Ma Maison;2960 Rue St. Laurent;Montréal;Canada;H1J 1C3;(514) 555-9022;NULL;Jean-Guy Lauzon;Marketing Manager;6;Meat/Poultry;Prepared meats;FOLIG;Folies gourmandes;184, chaussée de Tournai;Lille;France;20.16.10.16;20.16.10.17;59000;Martine Rancé;Assistant Sales Agent;8;Callahan;Laura;Inside Sales Coordinator;1981-01-09 00:00:00.000;2017-03-05 00:00:00.000;4726 - 11th Ave. N.E.;Seattle;USA;98105;(206) 555-1189;1;Speedy Express;(503) 555-9831
10408;2020-01-08 00:00:00.000;2020-01-14 00:00:00.000;11,26;39,40;35;0;62;Tarte au sucre;0;29;Forêts d'érables;148 rue Chasseur;Ste-Hyacinthe;Canada;J2S 7S8;(514) 555-2955;(514) 555-2921;Chantal Goulet;Accounting Manager;3;Confections;Desserts, candies, and sweet breads;FOLIG;Folies gourmandes;184, chaussée de Tournai;Lille;France;20.16.10.16;20.16.10.17;59000;Martine Rancé;Assistant Sales Agent;8;Callahan;Laura;Inside Sales Coordinator;1981-01-09 00:00:00.000;2017-03-05 00:00:00.000;4726 - 11th Ave. N.E.;Seattle;USA;98105;(206) 555-1189;1;Speedy Express;(503) 555-9831
10409;2020-01-09 00:00:00.000;2020-01-14 00:00:00.000;29,83;18,60;12;0;14;Tofu;0;6;Mayumi's;92 Setsuko Chuo-ku;Osaka;Japan;545;(06) 431-7877;NULL;Mayumi Ohno;Marketing Representative;7;Produce;Dried fruit and bean curd;OCEAN;Océano Atlántico Ltda.;Ing. Gustavo Moncada 8585 Piso 20-A;Buenos Aires;Argentina;(1) 135-5333;(1) 135-5535;1010;Yvonne Moncada;Sales Agent;3;Leverling;Janet;Sales Representative;1986-08-30 00:00:00.000;2015-04-01 00:00:00.000;722 Moss Bay Blvd.;Kirkland;USA;98033;(206) 555-3412;1;Speedy Express;(503) 555-9831
10409;2020-01-09 00:00:00.000;2020-01-14 00:00:00.000;29,83;8,00;12;0;21;Sir Rodney's Scones;0;8;Specialty Biscuits, Ltd.;29 King's Way;Manchester;UK;M14 GSD;(161) 555-4448;NULL;Peter Wilson;Sales Representative;3;Confections;Desserts, candies, and sweet breads;OCEAN;Océano Atlántico Ltda.;Ing. Gustavo Moncada 8585 Piso 20-A;Buenos Aires;Argentina;(1) 135-5333;(1) 135-5535;1010;Yvonne Moncada;Sales Agent;3;Leverling;Janet;Sales Representative;1986-08-30 00:00:00.000;2015-04-01 00:00:00.000;722 Moss Bay Blvd.;Kirkland;USA;98033;(206) 555-3412;1;Speedy Express;(503) 555-9831
10410;2020-01-10 00:00:00.000;2020-01-15 00:00:00.000;2,40;2,00;49;0;33;Geitost;0;15;Norske Meierier;Hatlevegen 5;Sandvika;Norway;1320;(0)2-953010;NULL;Beate Vileid;Marketing Manager;4;Dairy Products;Cheeses;BOTTM;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;Canada;(604) 555-4729;(604) 555-3745;T2F 8M4;Elizabeth Lincoln;Accounting Manager;3;Leverling;Janet;Sales Representative;1986-08-30 00:00:00.000;2015-04-01 00:00:00.000;722 Moss Bay Blvd.;Kirkland;USA;98033;(206) 555-3412;3;Federal Shipping;(503) 555-9931
10410;2020-01-10 00:00:00.000;2020-01-15 00:00:00.000;2,40;44,00;16;0;59;Raclette Courdavault;0;28;Gai pâturage;Bat. B 3, rue des Alpes;Annecy;France;74000;38.76.98.06;38.76.98.58;Eliane Noz;Sales Representative;4;Dairy Products;Cheeses;BOTTM;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;Canada;(604) 555-4729;(604) 555-3745;T2F 8M4;Elizabeth Lincoln;Accounting Manager;3;Leverling;Janet;Sales Representative;1986-08-30 00:00:00.000;2015-04-01 00:00:00.000;722 Moss Bay Blvd.;Kirkland;USA;98033;(206) 555-3412;3;Federal Shipping;(503) 555-9931
10411;2020-01-10 00:00:00.000;2020-01-21 00:00:00.000;23,65;7,70;25;0,2;41;Jack's New England Clam Chowder;0;19;New England Seafood Cannery;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;USA;02134;(617) 555-3267;(617) 555-3389;Robb Merchant;Wholesale Account Agent;8;Seafood;Seaweed and fish;BOTTM;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;Canada;(604) 555-4729;(604) 555-3745;T2F 8M4;Elizabeth Lincoln;Accounting Manager;9;Dodsworth;Anne;Sales Representative;1989-01-27 00:00:00.000;2017-11-15 00:00:00.000;7 Houndstooth Rd.;London;UK;WG2 7LT;(71) 555-4444;3;Federal Shipping;(503) 555-9931
10411;2020-01-10 00:00:00.000;2020-01-21 00:00:00.000;23,65;15,50;40;0,2;44;Gula Malacca;0;20;Leka Trading;471 Serangoon Loop, Suite #402;Singapore;Singapore;0512;555-8787;NULL;Chandra Leka;Owner;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings;BOTTM;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;Canada;(604) 555-4729;(604) 555-3745;T2F 8M4;Elizabeth Lincoln;Accounting Manager;9;Dodsworth;Anne;Sales Representative;1989-01-27 00:00:00.000;2017-11-15 00:00:00.000;7 Houndstooth Rd.;London;UK;WG2 7LT;(71) 555-4444;3;Federal Shipping;(503) 555-9931
10411;2020-01-10 00:00:00.000;2020-01-21 00:00:00.000;23,65;44,00;9;0,2;59;Raclette Courdavault;0;28;Gai pâturage;Bat. B 3, rue des Alpes;Annecy;France;74000;38.76.98.06;38.76.98.58;Eliane Noz;Sales Representative;4;Dairy Products;Cheeses;BOTTM;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;Canada;(604) 555-4729;(604) 555-3745;T2F 8M4;Elizabeth Lincoln;Accounting Manager;9;Dodsworth;Anne;Sales Representative;1989-01-27 00:00:00.000;2017-11-15 00:00:00.000;7 Houndstooth Rd.;London;UK;WG2 7LT;(71) 555-4444;3;Federal Shipping;(503) 555-9931
10412;2020-01-13 00:00:00.000;2020-01-15 00:00:00.000;3,77;18,60;20;0,1;14;Tofu;0;6;Mayumi's;92 Setsuko Chuo-ku;Osaka;Japan;545;(06) 431-7877;NULL;Mayumi Ohno;Marketing Representative;7;Produce;Dried fruit and bean curd;WARTH;Wartian Herkku;Torikatu 38;Oulu;Finland;981-443655;981-443655;90110;Pirkko Koskitalo;Accounting Manager;8;Callahan;Laura;Inside Sales Coordinator;1981-01-09 00:00:00.000;2017-03-05 00:00:00.000;4726 - 11th Ave. N.E.;Seattle;USA;98105;(206) 555-1189;2;United Package;(503) 555-3199
10413;2020-01-14 00:00:00.000;2020-01-16 00:00:00.000;95,66;14,40;24;0;1;Chai;0;1;Exotic Liquids;49 Gilbert St.;London;UK;EC1 4SD;(171) 555-2222;NULL;Charlotte Cooper;Purchasing Manager;1;Beverages;Soft drinks, coffees, teas, beers, and ales;LAMAI;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;France;61.77.61.10;61.77.61.11;31000;Annette Roulet;Sales Manager;3;Leverling;Janet;Sales Representative;1986-08-30 00:00:00.000;2015-04-01 00:00:00.000;722 Moss Bay Blvd.;Kirkland;USA;98033;(206) 555-3412;2;United Package;(503) 555-3199
10413;2020-01-14 00:00:00.000;2020-01-16 00:00:00.000;95,66;39,40;40;0;62;Tarte au sucre;0;29;Forêts d'érables;148 rue Chasseur;Ste-Hyacinthe;Canada;J2S 7S8;(514) 555-2955;(514) 555-2921;Chantal Goulet;Accounting Manager;3;Confections;Desserts, candies, and sweet breads;LAMAI;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;France;61.77.61.10;61.77.61.11;31000;Annette Roulet;Sales Manager;3;Leverling;Janet;Sales Representative;1986-08-30 00:00:00.000;2015-04-01 00:00:00.000;722 Moss Bay Blvd.;Kirkland;USA;98033;(206) 555-3412;2;United Package;(503) 555-3199
10413;2020-01-14 00:00:00.000;2020-01-16 00:00:00.000;95,66;14,40;14;0;76;Lakkalikööri;0;23;Karkki Oy;Valtakatu 12;Lappeenranta;Finland;53120;(953) 10956;NULL;Anne Heikkonen;Product Manager;1;Beverages;Soft drinks, coffees, teas, beers, and ales;LAMAI;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;France;61.77.61.10;61.77.61.11;31000;Annette Roulet;Sales Manager;3;Leverling;Janet;Sales Representative;1986-08-30 00:00:00.000;2015-04-01 00:00:00.000;722 Moss Bay Blvd.;Kirkland;USA;98033;(206) 555-3412;2;United Package;(503) 555-3199
10414;2020-01-14 00:00:00.000;2020-01-17 00:00:00.000;21,48;7,30;18;0,05;19;Teatime Chocolate Biscuits;0;8;Specialty Biscuits, Ltd.;29 King's Way;Manchester;UK;M14 GSD;(161) 555-4448;NULL;Peter Wilson;Sales Representative;3;Confections;Desserts, candies, and sweet breads;FAMIA;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;Brazil;(11) 555-9857;NULL;05442-030;Aria Cruz;Marketing Assistant;2;Fuller;Andrew;Vice President, Sales;1975-02-19 00:00:00.000;2015-08-14 00:00:00.000;908 W. Capital Way;Tacoma;USA;98401;(206) 555-9482;3;Federal Shipping;(503) 555-9931
10414;2020-01-14 00:00:00.000;2020-01-17 00:00:00.000;21,48;2,00;50;0;33;Geitost;0;15;Norske Meierier;Hatlevegen 5;Sandvika;Norway;1320;(0)2-953010;NULL;Beate Vileid;Marketing Manager;4;Dairy Products;Cheeses;FAMIA;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;Brazil;(11) 555-9857;NULL;05442-030;Aria Cruz;Marketing Assistant;2;Fuller;Andrew;Vice President, Sales;1975-02-19 00:00:00.000;2015-08-14 00:00:00.000;908 W. Capital Way;Tacoma;USA;98401;(206) 555-9482;3;Federal Shipping;(503) 555-9931
10415;2020-01-15 00:00:00.000;2020-01-24 00:00:00.000;0,20;31,20;2;0;17;Alice Mutton;1;7;Pavlova, Ltd.;74 Rose St. Moonie Ponds;Melbourne;Australia;3058;(03) 444-2343;(03) 444-6588;Ian Devling;Marketing Manager;6;Meat/Poultry;Prepared meats;HUNGC;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;USA;(503) 555-6874;(503) 555-2376;97827;Yoshi Latimer;Sales Representative;3;Leverling;Janet;Sales Representative;1986-08-30 00:00:00.000;2015-04-01 00:00:00.000;722 Moss Bay Blvd.;Kirkland;USA;98033;(206) 555-3412;1;Speedy Express;(503) 555-9831
